Proposal Number,Project number,Account Name,Opportunity Name,Confidence,Stage,Probability (%),Close Date,Carnet Assignment,Date of Carnet Assignment,Durée du Projet (Nb. de semaines),Nb. Hrs. Atelier (Sans Contingence),Nb. Hrs. Élec. (Sans Contingence,Nb. Hrs. Gestion,Nb. Hrs. Logiciel (Sans Contingence),Nb. Hrs. Mec. (Sans Contingence),Nb. Hrs. Procédé (Sans Contingence),Nb. Hrs. RC (Sans Contingence),Nb. Hrs. Robot (Sans Contingence),Main Process Type,Secondary Process Type,Third Process Type,SharePoint
5884,,Zodiac Aerospace (Kirkland),SP replacement battery APC#124,100% Closed Won,Closed Won,100,18/03/2019,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05884&v=search"" target=""_blank"">SharePoint Reference</a>"
5834,,Lisi (Bologne),support,100% Closed Won,Closed Won,100,19/03/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05834&v=search"" target=""_blank"">SharePoint Reference</a>"
5883,,Accenture,SP 0020-0287-0154 finger gripper,100% Closed Won,Closed Won,100,19/03/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05883&v=search"" target=""_blank"">SharePoint Reference</a>"
5888,,International rectifiers,SP 5500104684,100% Closed Won,Closed Won,100,19/03/2019,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05888&v=search"" target=""_blank"">SharePoint Reference</a>"
5891,,International rectifiers,SP 5500104824,100% Closed Won,Closed Won,100,22/03/2019,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05891&v=search"" target=""_blank"">SharePoint Reference</a>"
5843,T-00003,Wesco,SP 00198582,100% Closed Won,Closed Won,100,25/03/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05843&v=search"" target=""_blank"">SharePoint Reference</a>"
5894,,Fondremy,Support onsite,90%  Verbal or written agreement,Verbal Agreement,90,31/03/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05894&v=search"" target=""_blank"">SharePoint Reference</a>"
5901,,GEA Bromont,SP bearings,100% Closed Won,Closed Won,100,1/4/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05901&v=search"" target=""_blank"">SharePoint Reference</a>"
5903,,Bluemed,Services dessins,90%  Verbal or written agreement,Verbal Agreement,90,4/4/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05903&v=search"" target=""_blank"">SharePoint Reference</a>"
5758,,Cobham - Advanced Electronic Solutions,Automation Project Support Services,90%  Verbal or written agreement,Proposal Submitted,60,12/4/2019,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05758&v=search"" target=""_blank"">SharePoint Reference</a>"
5887,,GEA Rutland,SP Diamond dressing cones,30% Preliminary analysis,Proposal Submitted,60,15/04/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05887&v=search"" target=""_blank"">SharePoint Reference</a>"
5729,,Pratt & Whitney Canada Halifax,onsite services,75% Choosen,Negotiation/Review,75,15/04/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05729&v=search"" target=""_blank"">SharePoint Reference</a>"
4699,,Avio (Pomigliano),Ajout Photométrie - R4,75% Choosen,Proposal Submitted,60,19/04/2019,,,13,4,31,23,16,36,0,60,34,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04699&v=search"" target=""_blank"">SharePoint Reference</a>"
5633,,Safran Aircraft Engines (Gennevilliers),Adaptive machining,75% Choosen,Develop Fixed Price Proposal,50,26/04/2019,,,,,4,,,44,,200,40,Cosmetic Polishing,Pin Blending,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05633&v=search"" target=""_blank"">SharePoint Reference</a>"
5808,,Hanwha Aerospace Co. LTD,Teach  of one (1) new part + Advanced Training R2,30% Preliminary analysis,Proposal Submitted,60,26/04/2019,,,,5,0,45,0,42,778,0,0,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05808&v=search"" target=""_blank"">SharePoint Reference</a>"
5759,,EMPIRE BUFF Ltee,Changement de PC,50% Leading,Develop Fixed Price Proposal,50,26/04/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05759&v=search"" target=""_blank"">SharePoint Reference</a>"
5892,,Reliable Automatic Sprinkler,SP Pulley STA58410,90%  Verbal or written agreement,Develop Fixed Price Proposal,50,28/04/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05892&v=search"" target=""_blank"">SharePoint Reference</a>"
5685,,Koyo Bearings,05685 - Services - updates caméras et PC,60% Short listed,Negotiation/Review,75,30/04/2019,,,,,4,,216,16,,126,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05685&v=search"" target=""_blank"">SharePoint Reference</a>"
5691,,Pratt & Whitney (PCI) - Columbus,profiling to deburring retrofit,90%  Verbal or written agreement,Verbal Agreement,90,30/04/2019,,,,,42,,,111,344,65,302,Profiling,Deburring,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05691&v=search"" target=""_blank"">SharePoint Reference</a>"
5687,,RDC Control,05687 - Services - Ajout Laser,30% Preliminary analysis,Develop Fixed Price Proposal,50,30/04/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05687&v=search"" target=""_blank"">SharePoint Reference</a>"
5530,,Lisi (Marmande),Service L-662,10% Project identified,R.O.M. Submitted,25,30/04/2019,,,,,,,,,,,,Surface Preparation Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05530&v=search"" target=""_blank"">SharePoint Reference</a>"
5619,,GEA Hooksett,Updates on cell L-635,50% Leading,Develop Budgetary Proposal,30,30/04/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05619&v=search"" target=""_blank"">SharePoint Reference</a>"
5335,,Lisi (Bologne),Formation avancée et intégration de 2 nouvelles références,50% Leading,Negotiation/Review,75,30/04/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05335&v=search"" target=""_blank"">SharePoint Reference</a>"
5799,,Pratt & Whitney Canada Halifax,Upgrades on Grinding lines,30% Preliminary analysis,Develop R.O.M. Estimate,20,30/04/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05799&v=search"" target=""_blank"">SharePoint Reference</a>"
5831,,Pratt & Whitney (PCI) - Columbus,Robot-reel,30% Preliminary analysis,Develop Fixed Price Proposal,50,30/04/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05831&v=search"" target=""_blank"">SharePoint Reference</a>"
5589,,Hyatech,Support,30% Preliminary analysis,Develop Budgetary Proposal,30,30/04/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05589&v=search"" target=""_blank"">SharePoint Reference</a>"
5848,,Airfoil Services Sdn. Bhd. (ASSB),Advanced training,30% Preliminary analysis,Proposal Submitted,60,30/04/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05848&v=search"" target=""_blank"">SharePoint Reference</a>"
5863,,RDC Control,service,60% Short listed,Develop Fixed Price Proposal,50,30/04/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05863&v=search"" target=""_blank"">SharePoint Reference</a>"
5846,,Wolseley Industrial Group,SP L-483-121402,50% Leading,Proposal Submitted,60,30/04/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05846&v=search"" target=""_blank"">SharePoint Reference</a>"
5830,,Pratt & Whitney Canada Longueuil,Service - option statistic page,90%  Verbal or written agreement,Negotiation/Review,75,30/04/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05830&v=search"" target=""_blank"">SharePoint Reference</a>"
5852,,Aluminerie Alouette,SP sensor,50% Leading,Proposal Submitted,60,30/04/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05852&v=search"" target=""_blank"">SharePoint Reference</a>"
5801,,BTL (Blades Technology Ltd),05801 - Support contract,60% Short listed,Develop Fixed Price Proposal,50,30/04/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05801&v=search"" target=""_blank"">SharePoint Reference</a>"
5823,,Pratt & Whitney Canada Saint-Hubert,services - table de marquage,50% Leading,Proposal Submitted,60,30/04/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05823&v=search"" target=""_blank"">SharePoint Reference</a>"
5889,,Pratt & Whitney AutoAir - Lansing,services - ajouts divers,30% Preliminary analysis,Develop Fixed Price Proposal,50,30/04/2019,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05889&v=search"" target=""_blank"">SharePoint Reference</a>"
5777,,Pratt & Whitney Canada Halifax,Robot reel,50% Leading,Proposal Submitted,60,30/04/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05777&v=search"" target=""_blank"">SharePoint Reference</a>"
5871,,GEA Bromont,support - Pattern 2019,90%  Verbal or written agreement,Proposal Submitted,60,30/04/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05871&v=search"" target=""_blank"">SharePoint Reference</a>"
5710,,GKN Aerospace (El Cajon),Support for Malaysia,10% Project identified,Develop Fixed Price Proposal,50,30/04/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05710&v=search"" target=""_blank"">SharePoint Reference</a>"
5902,,Pratt & Whitney Canada Longueuil,support 2019,75% Choosen,Negotiation/Review,75,30/04/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05902&v=search"" target=""_blank"">SharePoint Reference</a>"
5078,,RDC Control,05078 - Projet de  modification sur la cellule robot existante,30% Preliminary analysis,Develop Budgetary Proposal,30,30/04/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05078&v=search"" target=""_blank"">SharePoint Reference</a>"
5688,,Propulsion Technologies International,services - CF34 teach and upgrade robot,75% Choosen,Develop Fixed Price Proposal,50,31/05/2019,,,,,,,,100,200,88,,RE-Profiling,Surface Preparation Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05688&v=search"" target=""_blank"">SharePoint Reference</a>"
5283,,Pratt & Whitney Canada Longueuil,05283 - Ajout Programme Calibration,30% Preliminary analysis,Proposal Submitted,60,31/05/2019,,,,,,,,,,,,Machine Vision & Custom AVI,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05283&v=search"" target=""_blank"">SharePoint Reference</a>"
5508,,Safran Aircraft Engines (Gennevilliers),Industrialisation MHTTP400 et formation,75% Choosen,Negotiation/Review,75,31/05/2019,,,,,,,,,,,,Cosmetic Polishing,Pin Blending,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05508&v=search"" target=""_blank"">SharePoint Reference</a>"
5836,,Héroux Devtek (Laval),Service - training maintenance,30% Preliminary analysis,Develop Fixed Price Proposal,50,31/05/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05836&v=search"" target=""_blank"">SharePoint Reference</a>"
5837,,Héroux Devtek (Laval),Service - training programmation,30% Preliminary analysis,Develop Fixed Price Proposal,50,31/05/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05837&v=search"" target=""_blank"">SharePoint Reference</a>"
5890,,Monnaie Royale Canadienne,Service - intégration d-un HMI,75% Choosen,Develop Fixed Price Proposal,50,31/05/2019,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05890&v=search"" target=""_blank"">SharePoint Reference</a>"
5622,,GEA Hooksett,Manual LE vision inspection system,75% Choosen,Proposal Submitted,60,31/05/2019,,,,,145,,170,167,,50,8,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05622&v=search"" target=""_blank"">SharePoint Reference</a>"
5709,,GKN Aerospace (El Cajon),Spare parts for F-05545,60% Short listed,Develop Fixed Price Proposal,50,31/05/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05709&v=search"" target=""_blank"">SharePoint Reference</a>"
5764,,Lisi (Bologne),RD3 industrialisation et formation avançée,75% Choosen,Proposal Submitted,60,31/05/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05764&v=search"" target=""_blank"">SharePoint Reference</a>"
5474,,GEA Bromont,Service Win10 & modifs prises d-image,60% Short listed,Negotiation/Review,75,30/06/2019,,,,0,30,,20,,0,172,0,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05474&v=search"" target=""_blank"">SharePoint Reference</a>"
5676,,GEE Greenville  (NM),SP - spindle and toolings,50% Leading,Negotiation/Review,75,30/06/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05676&v=search"" target=""_blank"">SharePoint Reference</a>"
5679,,CHROMALLOY (Newnan),V-2500  Blade Develop New Recipes for New Parts,75% Choosen,Proposal Submitted,60,30/06/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05679&v=search"" target=""_blank"">SharePoint Reference</a>"
5588,,Revision Military - Essex Junction,Nose Piece upgrade,10% Project identified,R.O.M. Submitted,25,30/06/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05588&v=search"" target=""_blank"">SharePoint Reference</a>"
5187,,NFMZ (Naro-Fominsk),Support remote,10% Project identified,Proposal Submitted,60,30/06/2019,,,,,,,,,,,,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05187&v=search"" target=""_blank"">SharePoint Reference</a>"
5898,,Ressource Clients AV&R,à assigner,10% Project identified,Go/No-Go,10,30/04/2020,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05898&v=search"" target=""_blank"">SharePoint Reference</a>"
5897,,Ressource Clients AV&R,à assigner,10% Project identified,Go/No-Go,10,30/04/2020,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05897&v=search"" target=""_blank"">SharePoint Reference</a>"
5870,,Pratt & Whitney (PCI) - Columbus,Services part integration deburring,75% Choosen,Proposal Submitted,60,30/04/2020,,,,,,,,,,,,Deburring,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05870&v=search"" target=""_blank"">SharePoint Reference</a>"
5895,,Ressource Clients AV&R,à assigner,10% Project identified,Go/No-Go,10,30/04/2020,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05895&v=search"" target=""_blank"">SharePoint Reference</a>"
5899,,Ressource Clients AV&R,à assigner,10% Project identified,Go/No-Go,10,30/04/2020,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05899&v=search"" target=""_blank"">SharePoint Reference</a>"
5896,,Ressource Clients AV&R,à assigner,10% Project identified,Go/No-Go,10,30/04/2020,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05896&v=search"" target=""_blank"">SharePoint Reference</a>"
5872,,Pratt & Whitney Canada Longueuil,Upgrade heat shield cell,60% Short listed,Develop Fixed Price Proposal,50,30/06/2020,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05872&v=search"" target=""_blank"">SharePoint Reference</a>"
5869,,GEE Greenville  (NM),retrofit pour normes CE cellule F-04876,50% Leading,R.O.M. Submitted,25,30/06/2020,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05869&v=search"" target=""_blank"">SharePoint Reference</a>"
4742,,Rolls-Royce Derby,Étude - Turbines Thin Trailing Edge Feasability Study Phase 2,100% Closed Won,Closed Won,100,6/2/2017,90% Verbal Agreement ou R.O.I. validé par DODE,3/2/2017,40,,9,285,274,87,1465,,63,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04742&v=search"" target=""_blank"">SharePoint Reference</a>"
4508,,Pratt & Whitney (PCI) - Columbus,Three (3) Leading/Trailing Edge Robotic Profiling Cells R3,100% Closed Won,Closed Won,100,15/02/2017,90% Verbal Agreement ou R.O.I. validé par DODE,27/02/2017,20,652,468,314,361,1083,453,81,298,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04508&v=search"" target=""_blank"">SharePoint Reference</a>"
4943,,AV&R (Développement Interne),M8 Outils de corrélation PH 0 (implémenter un facteur de correction global (ex scale to nominal) a une mesure d-épaisseu,100% Closed Won,Closed Won,100,7/4/2017,90% Verbal Agreement ou R.O.I. validé par DODE,9/10/2017,3,,0,8,63,0,0,0,0,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04943&v=search"" target=""_blank"">SharePoint Reference</a>"
5004,,AV&R (Développement Interne),Augmentation de la Robustesse;Qualité et Rapidité de la Calibration des Keyences,100% Closed Won,Closed Won,100,13/04/2017,75% Negotiate/Review ou Projet soumis au calcul de R.O.I.,16/10/2017,,,0,54,246,0,0,0,203,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05004&v=search"" target=""_blank"">SharePoint Reference</a>"
4847,,AV&R (Développement Interne),Polishing M43 STRATEGIE DE FEEDBACK PH4 (tests perfo LVDT) (0.91),100% Closed Won,Closed Won,100,20/06/2017,100% Approbation du C.E.,4/9/2017,26,,73,242,43,200,1423,0,275,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04847&v=search"" target=""_blank"">SharePoint Reference</a>"
4952,,Anhui Yingliu Group,Two (2) Turbine blade polishing and TE profiling systems R7,100% Closed Won,Closed Won,100,30/06/2017,90% Verbal Agreement ou R.O.I. validé par DODE,24/07/2017,48,446,381,650,72,633,2477,,750,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04952&v=search"" target=""_blank"">SharePoint Reference</a>"
4863,,AV&R (Développement Interne),Autre M5 Banque d-heures LOG pour application de profiling (1.20),90%  Verbal or written agreement,R.O.M. Submitted,25,30/06/2017,60% Hot Proposal,,,,0,78,475,90,0,0,90,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04863&v=search"" target=""_blank"">SharePoint Reference</a>"
5121,,AV&R (Développement Interne),Spécialisation des Cellules DÉMO,100% Closed Won,Closed Won,100,28/07/2017,100% Approbation du C.E.,4/9/2017,,,58,38,0,77,24,0,158,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05121&v=search"" target=""_blank"">SharePoint Reference</a>"
4854,,AV&R (Développement Interne),Outils logiciel d-aide au teach de polishing,100% Closed Won,Closed Won,100,4/8/2017,100% Approbation du C.E.,4/9/2017,,,0,89,529,0,211,0,0,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04854&v=search"" target=""_blank"">SharePoint Reference</a>"
4850,,AV&R (Développement Interne),(1.20) Polishing M16 outiilage sur compliance,100% Closed Won,Closed Won,100,4/8/2017,100% Approbation du C.E.,2/10/2017,,,265,261,11,537,714,204,443,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04850&v=search"" target=""_blank"">SharePoint Reference</a>"
5185,,AV&R (Démos Client),Essais de blending,100% Closed Won,Verbal Agreement,90,22/09/2017,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05185&v=search"" target=""_blank"">SharePoint Reference</a>"
5128,,AV&R (Développement Interne),Amélioration de la stratégie de palpage,100% Closed Won,Closed Won,100,25/09/2017,100% Approbation du C.E.,4/9/2017,,,13,12,0,13,0,0,74,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05128&v=search"" target=""_blank"">SharePoint Reference</a>"
5117,,AV&R (Développement Interne),Optimisation processing,10% Project identified,Opportunity GO,20,29/09/2017,,,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05117&v=search"" target=""_blank"">SharePoint Reference</a>"
4853,,AV&R (Développement Interne),Profiling M11 Formule d-enlèvement de matière; vitesse vs aire enlevée; la formule n-est pas cohérente (1.14),10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,,66,,36,314,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04853&v=search"" target=""_blank"">SharePoint Reference</a>"
4848,,AV&R (Développement Interne),Polishing M6 GÉNÉRATION RECETTES (AJUST PARAM) PH0; définition du besoin et des phases (1.12),10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,,10,,,67,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04848&v=search"" target=""_blank"">SharePoint Reference</a>"
4856,,AV&R (Développement Interne),Deburring M17 Compliance hard tools tests,10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,,34,,,250,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04856&v=search"" target=""_blank"">SharePoint Reference</a>"
4852,,AV&R (Développement Interne),Profiling M1 Quantification des performances profiling (1.10),10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,,78,48,,360,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04852&v=search"" target=""_blank"">SharePoint Reference</a>"
4846,,AV&R (Développement Interne),Blending M28 Revoir l-algo de filtrage pour l-adaptive en Ry (axe qui sort du edge) (1.05),10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,,39,134,,45,,,Weld & A.M. Blending,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04846&v=search"" target=""_blank"">SharePoint Reference</a>"
4839,,AV&R (Développement Interne),Blending M14 PH1 Belt sander priorité 1 (0.095),10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,77,157,173,341,74,,48,Weld & A.M. Blending,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04839&v=search"" target=""_blank"">SharePoint Reference</a>"
4743,,Rolls-Royce Derby,One (1) Turbines Thin Trailing Edge profiling cell IPT R2,100% Closed Won,Closed Won,100,30/09/2017,90% Verbal Agreement ou R.O.I. validé par DODE,11/9/2017,30,362,658,426,370,797,1098,,623,Thin Trailing Edge Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04743&v=search"" target=""_blank"">SharePoint Reference</a>"
4944,,AV&R (Développement Interne),M28 Revoir l-algo de filtrage pour l-adaptive en Ry (axe qui sort du edge). La méthode actuelle supprime des points qui,10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,,40,120,,40,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04944&v=search"" target=""_blank"">SharePoint Reference</a>"
4838,,AV&R (Développement Interne),Profiling M8 Outils de correlation PH 0 (0.90),10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,,16,24,,60,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04838&v=search"" target=""_blank"">SharePoint Reference</a>"
4855,,AV&R (Développement Interne),Budget FRAR discretionaire 2016 pour urgence ou opportunisme,10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,,,,,250,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04855&v=search"" target=""_blank"">SharePoint Reference</a>"
4841,,AV&R (Développement Interne),Polishing M3 TEST PERFO BANDE ABRASIVES (FIXE),10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,18,132,18,157,595,,90,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04841&v=search"" target=""_blank"">SharePoint Reference</a>"
4849,,AV&R (Développement Interne),Polishing M26 GENERATION RECETTES PH2; TBD après PH0 (1.17),10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,,64,325,,101,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04849&v=search"" target=""_blank"">SharePoint Reference</a>"
4845,,AV&R (Développement Interne),Blending M22- PH 0 À partir de cordon de soudure rough HARDTOOL (1.02),10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,,20,,45,45,,,Weld & A.M. Blending,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04845&v=search"" target=""_blank"">SharePoint Reference</a>"
4851,,AV&R (Développement Interne),Polishing M5 STRATÉGIE CTL (ADAPTATIF) (1.25),10% Project identified,R.O.M. Submitted,25,30/09/2017,,,,,18,103,,166,414,,90,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04851&v=search"" target=""_blank"">SharePoint Reference</a>"
